songid,song,performer,peak,start_week,end_week,start_peak,end_peak,weeks_to_hot,weeks_hot,tail_weeks,time_at_top_10,climb_slope,tail_slope,avg_position,weeks_on_chart,instance,group
Is It LoveMr. Mister,Is It Love,Mr. Mister,8.0,1986-03-29,1986-07-19,1986-05-31,1986-05-31,9.0,1.0,7.0,1.0,5.777777777777778,13.142857142857142,36.529411764705884,17.0,1.0,0
I Don't Wanna Go On With You Like ThatElton John,I Don't Wanna Go On With You Like That,Elton John,2.0,1988-06-18,1988-10-15,1988-07-30,1988-09-03,6.0,6.0,6.0,6.0,8.333333333333334,14.0,28.11111111111111,18.0,1.0,2
Every Rose Has Its ThornPoison,Every Rose Has Its Thorn,Poison,1.0,1988-10-29,1989-03-18,1988-12-03,1989-01-21,5.0,8.0,8.0,8.0,10.0,11.25,28.476190476190474,21.0,1.0,5
Funky Cold MedinaTone-Loc,Funky Cold Medina,Tone-Loc,3.0,1989-03-04,1989-07-01,1989-04-08,1989-05-06,5.0,5.0,8.0,5.0,10.0,10.0,34.111111111111114,18.0,1.0,5
I Drove All NightCyndi Lauper,I Drove All Night,Cyndi Lauper,6.0,1989-05-06,1989-08-12,1989-07-01,1989-07-08,8.0,2.0,5.0,2.0,6.5,16.2,32.666666666666664,15.0,1.0,9
I Adore Mi AmorColor Me Badd,I Adore Mi Amor,Color Me Badd,1.0,1991-07-27,1991-12-07,1991-09-07,1991-10-19,6.0,7.0,7.0,7.0,9.0,4.857142857142857,25.6,20.0,1.0,5
Give Me One ReasonTracy Chapman,Give Me One Reason,Tracy Chapman,3.0,1996-04-06,1996-12-28,1996-05-11,1996-08-31,5.0,17.0,17.0,17.0,10.0,2.235294117647059,19.102564102564102,39.0,1.0,3
HeartbreakerMariah Carey Featuring Jay-Z,Heartbreaker,Mariah Carey Featuring Jay-Z,1.0,1999-09-04,2000-01-15,1999-10-09,1999-11-27,5.0,8.0,7.0,8.0,11.8,7.571428571428571,24.65,20.0,1.0,5
Girl On TVLFO,Girl On TV,LFO,10.0,1999-11-20,2000-03-11,2000-01-01,2000-01-01,6.0,1.0,10.0,2.0,8.333333333333334,8.4,39.23529411764706,17.0,1.0,0
"Give Me EverythingPitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",1.0,2011-04-16,2012-02-18,2011-05-21,2011-09-17,5.0,18.0,22.0,17.0,10.4,1.8181818181818181,17.022222222222222,45.0,1.0,3
Drive ByTrain,Drive By,Train,10.0,2012-01-28,2012-09-29,2012-05-26,2012-06-02,17.0,2.0,17.0,2.0,2.9411764705882355,2.0588235294117645,28.11111111111111,36.0,1.0,4
Little SisterElvis Presley,Little Sister,Elvis Presley,5.0,1961-08-19,1961-11-11,1961-09-09,1961-10-07,3.0,5.0,5.0,4.0,17.333333333333332,9.6,25.53846153846154,13.0,1.0,2
Gravy (For My Mashed Potatoes)Dee Dee Sharp,Gravy (For My Mashed Potatoes),Dee Dee Sharp,9.0,1962-06-16,1962-08-18,1962-07-14,1962-07-28,4.0,3.0,3.0,3.0,13.0,10.333333333333334,23.9,10.0,1.0,9
For YouRick Nelson,For You,Rick Nelson,6.0,1963-12-28,1964-03-07,1964-02-01,1964-02-15,5.0,3.0,3.0,3.0,10.2,9.0,22.818181818181817,11.0,1.0,9
Ferry Cross The MerseyGerry And The Pacemakers,Ferry Cross The Mersey,Gerry And The Pacemakers,6.0,1965-02-06,1965-04-17,1965-03-06,1965-03-27,4.0,4.0,3.0,4.0,13.0,12.666666666666666,21.272727272727273,11.0,1.0,9
GuantanameraThe Sandpipers,Guantanamera,The Sandpipers,9.0,1966-07-30,1966-10-08,1966-09-10,1966-09-17,6.0,2.0,3.0,2.0,8.5,8.666666666666666,26.727272727272727,11.0,1.0,9
I Started A JokeBee Gees,I Started A Joke,Bee Gees,6.0,1968-12-21,1969-03-01,1969-01-25,1969-02-08,5.0,3.0,3.0,3.0,10.4,9.0,23.727272727272727,11.0,1.0,9
Eli's ComingThree Dog Night,Eli's Coming,Three Dog Night,10.0,1969-10-25,1970-01-24,1969-11-29,1969-12-06,5.0,2.0,7.0,2.0,10.2,2.857142857142857,21.642857142857142,14.0,1.0,9
I'd Like To Teach The World To Sing (In Perfect Harmony)The New Seekers,I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,7.0,1971-12-04,1972-02-12,1972-01-08,1972-01-22,5.0,3.0,3.0,3.0,10.6,8.0,22.272727272727273,11.0,1.0,9
Love TrainThe O'Jays,Love Train,The O'Jays,1.0,1973-01-20,1973-04-21,1973-02-24,1973-03-31,5.0,6.0,3.0,6.0,10.4,8.0,17.857142857142858,14.0,1.0,2
I Made It Through The RainBarry Manilow,I Made It Through The Rain,Barry Manilow,10.0,1980-11-22,1981-03-07,1981-01-31,1981-01-31,10.0,1.0,5.0,1.0,5.1,14.8,32.75,16.0,1.0,0
MusclesDiana Ross,Muscles,Diana Ross,10.0,1982-10-02,1983-01-22,1982-11-13,1982-12-18,6.0,6.0,5.0,6.0,8.5,16.4,32.35294117647059,17.0,1.0,0
Hard Habit To BreakChicago,Hard Habit To Break,Chicago,3.0,1984-08-04,1985-01-19,1984-10-06,1984-11-10,9.0,6.0,10.0,6.0,6.111111111111111,8.5,35.72,25.0,1.0,5
Invincible (Theme From The Legend Of Billie Jean)Pat Benatar,Invincible (Theme From The Legend Of Billie Jean),Pat Benatar,10.0,1985-07-06,1985-10-26,1985-09-14,1985-09-14,10.0,1.0,6.0,1.0,5.1,14.666666666666666,36.411764705882355,17.0,1.0,0
KyrieMr. Mister,Kyrie,Mr. Mister,1.0,1985-12-21,1986-05-03,1986-02-08,1986-03-22,7.0,7.0,6.0,7.0,7.857142857142857,14.0,29.05,20.0,1.0,5
Hold OnEn Vogue,Hold On,En Vogue,2.0,1990-05-05,1990-10-20,1990-06-23,1990-08-04,7.0,7.0,11.0,7.0,7.571428571428571,8.272727272727273,32.2,25.0,1.0,5
I'm Not In LoveWill To Power,I'm Not In Love,Will To Power,7.0,1990-11-17,1991-03-16,1991-01-26,1991-02-09,10.0,3.0,5.0,3.0,5.2,16.4,34.77777777777778,18.0,1.0,0
JumpKris Kross,Jump,Kris Kross,1.0,1992-04-04,1992-08-22,1992-04-18,1992-07-11,2.0,13.0,6.0,13.0,29.0,6.5,13.904761904761905,21.0,1.0,5
"I'd Die Without You (From ""Boomerang"")P.M. Dawn","I'd Die Without You (From ""Boomerang"")",P.M. Dawn,3.0,1992-09-12,1993-03-20,1992-10-10,1993-01-23,4.0,16.0,8.0,16.0,12.75,4.625,17.142857142857142,28.0,1.0,8
I Wanna Be DownBrandy,I Wanna Be Down,Brandy,6.0,1994-10-01,1995-04-08,1994-11-05,1995-01-21,5.0,12.0,11.0,12.0,10.6,3.727272727272727,20.464285714285715,28.0,1.0,8
I KnowDionne Farris,I Know,Dionne Farris,4.0,1995-01-28,1995-10-14,1995-04-08,1995-06-10,10.0,10.0,18.0,10.0,5.2,2.2777777777777777,23.842105263157894,38.0,1.0,3
Foolish Games/You Were Meant For MeJewel,Foolish Games/You Were Meant For Me,Jewel,2.0,1996-11-30,1998-02-21,1997-09-20,1997-11-15,42.0,9.0,14.0,28.0,1.2142857142857142,2.642857142857143,16.4,65.0,1.0,1
Genie In A BottleChristina Aguilera,Genie In A Bottle,Christina Aguilera,1.0,1999-07-03,1999-12-18,1999-07-17,1999-10-16,2.0,14.0,9.0,14.0,28.5,4.222222222222222,12.92,25.0,1.0,8
Never Had A Dream Come TrueS Club 7,Never Had A Dream Come True,S Club 7,10.0,2001-03-03,2001-07-14,2001-05-12,2001-05-19,10.0,2.0,8.0,2.0,5.1,6.5,34.45,20.0,1.0,0
Just Like A PillP!nk,Just Like A Pill,P!nk,8.0,2002-07-06,2002-11-16,2002-08-17,2002-10-05,6.0,8.0,6.0,7.0,8.833333333333334,7.0,22.6,20.0,1.0,5
Gangsta Lovin'Eve Featuring Alicia Keys,Gangsta Lovin',Eve Featuring Alicia Keys,2.0,2002-07-13,2002-12-07,2002-08-24,2002-11-09,6.0,12.0,4.0,12.0,9.166666666666666,8.25,15.909090909090908,22.0,1.0,5
Miss IndependentKelly Clarkson,Miss Independent,Kelly Clarkson,9.0,2003-05-17,2003-09-27,2003-07-19,2003-08-02,9.0,3.0,8.0,3.0,5.777777777777778,4.125,23.75,20.0,1.0,0
"Never Leave You - Uh Ooh, Uh Oooh!Lumidee","Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,3.0,2003-05-31,2003-10-11,2003-07-19,2003-08-30,7.0,7.0,6.0,7.0,7.285714285714286,6.166666666666667,21.7,20.0,1.0,5
Meant To BeBebe Rexha & Florida Georgia Line,Meant To Be,Bebe Rexha & Florida Georgia Line,2.0,2017-11-11,2018-10-27,2018-02-17,2018-07-07,14.0,21.0,16.0,19.0,3.7142857142857144,1.3125,19.529411764705884,51.0,1.0,3
Never Be The SameCamila Cabello,Never Be The Same,Camila Cabello,6.0,2017-12-30,2018-09-08,2018-05-12,2018-05-26,19.0,3.0,15.0,3.0,2.8947368421052633,2.2,27.63888888888889,36.0,2.0,4
"Happy Birthday, Sweet SixteenNeil Sedaka","Happy Birthday, Sweet Sixteen",Neil Sedaka,6.0,1961-11-11,1962-02-17,1961-12-09,1962-01-20,4.0,7.0,4.0,7.0,13.0,12.5,22.0,15.0,1.0,2
KicksPaul Revere & The Raiders Featuring Mark Lindsay,Kicks,Paul Revere & The Raiders Featuring Mark Lindsay,4.0,1966-03-19,1966-06-18,1966-04-16,1966-05-21,4.0,6.0,4.0,6.0,13.0,10.5,20.357142857142858,14.0,1.0,2
Love Is Like An Itching In My HeartThe Supremes,Love Is Like An Itching In My Heart,The Supremes,9.0,1966-04-30,1966-06-18,1966-05-21,1966-05-28,3.0,2.0,3.0,2.0,17.333333333333332,7.333333333333333,22.75,8.0,1.0,9
I Am A RockSimon & Garfunkel,I Am A Rock,Simon & Garfunkel,3.0,1966-05-07,1966-07-16,1966-05-28,1966-07-02,3.0,6.0,2.0,6.0,18.666666666666668,12.5,16.636363636363637,11.0,1.0,2
Everything That Touches YouThe Association,Everything That Touches You,The Association,10.0,1968-02-03,1968-03-30,1968-03-02,1968-03-09,4.0,2.0,3.0,2.0,13.0,5.333333333333333,24.666666666666668,9.0,1.0,9
Jumpin' Jack FlashThe Rolling Stones,Jumpin' Jack Flash,The Rolling Stones,3.0,1968-06-08,1968-08-24,1968-07-06,1968-08-10,4.0,6.0,2.0,6.0,14.75,10.0,16.416666666666668,12.0,1.0,2
Light My FireJose Feliciano,Light My Fire,Jose Feliciano,3.0,1968-07-27,1968-10-12,1968-08-17,1968-09-21,3.0,6.0,3.0,6.0,19.0,6.333333333333333,16.583333333333332,12.0,1.0,2
My Special AngelThe Vogues,My Special Angel,The Vogues,7.0,1968-09-07,1968-11-09,1968-10-12,1968-10-19,5.0,2.0,3.0,2.0,11.0,8.0,25.1,10.0,1.0,9
Inner City Blues (Make Me Wanna Holler)Marvin Gaye,Inner City Blues (Make Me Wanna Holler),Marvin Gaye,9.0,1971-10-09,1971-12-04,1971-11-06,1971-11-13,4.0,2.0,3.0,2.0,13.25,6.666666666666667,24.22222222222222,9.0,1.0,9
Heart Of GoldNeil Young,Heart Of Gold,Neil Young,1.0,1972-02-05,1972-05-06,1972-03-04,1972-04-22,4.0,8.0,2.0,8.0,13.75,7.0,14.928571428571429,14.0,1.0,2
I Need YouAmerica,I Need You,America,9.0,1972-05-20,1972-07-22,1972-07-01,1972-07-08,6.0,2.0,2.0,2.0,8.833333333333334,9.0,24.6,10.0,1.0,9
Goodbye Yellow Brick RoadElton John,Goodbye Yellow Brick Road,Elton John,2.0,1973-10-27,1974-02-16,1973-11-24,1974-01-05,4.0,7.0,6.0,7.0,13.25,8.0,22.176470588235293,17.0,1.0,2
Making Love Out Of Nothing At AllAir Supply,Making Love Out Of Nothing At All,Air Supply,2.0,1983-07-30,1984-01-14,1983-09-17,1983-11-12,7.0,9.0,9.0,9.0,7.571428571428571,9.222222222222221,32.76,25.0,1.0,5
Jump (for My Love)The Pointer Sisters,Jump (for My Love),The Pointer Sisters,3.0,1984-04-28,1984-10-06,1984-06-09,1984-07-28,6.0,8.0,10.0,8.0,8.666666666666666,7.7,35.208333333333336,24.0,1.0,5
"Glory Of Love (Theme From ""The Karate Kid Part II"")Peter Cetera","Glory Of Love (Theme From ""The Karate Kid Part II"")",Peter Cetera,1.0,1986-06-07,1986-10-25,1986-07-19,1986-08-23,6.0,6.0,9.0,6.0,9.166666666666666,10.11111111111111,32.714285714285715,21.0,1.0,5
ImpulsiveWilson Phillips,Impulsive,Wilson Phillips,4.0,1990-10-13,1991-02-23,1990-12-01,1991-01-12,7.0,7.0,6.0,7.0,7.571428571428571,13.166666666666666,27.85,20.0,1.0,5
I Got 5 On ItLuniz,I Got 5 On It,Luniz,8.0,1995-06-10,1995-11-25,1995-09-09,1995-10-07,13.0,5.0,7.0,4.0,4.0,4.428571428571429,26.2,25.0,1.0,4
"Keep On, Keepin' On (From ""Sunset Park"")MC Lyte Featuring Xscape","Keep On, Keepin' On (From ""Sunset Park"")",MC Lyte Featuring Xscape,10.0,1996-03-16,1996-07-27,1996-06-01,1996-06-01,11.0,1.0,8.0,1.0,4.7272727272727275,7.125,37.95,20.0,1.0,0
Hey BabyNo Doubt Featuring Bounty Killer,Hey Baby,No Doubt Featuring Bounty Killer,5.0,2001-12-08,2002-04-20,2002-02-02,2002-03-16,8.0,7.0,5.0,7.0,6.5,8.6,22.6,20.0,1.0,5
Just A Little Too MuchRicky Nelson,Just A Little Too Much,Ricky Nelson,9.0,1959-06-27,1959-09-19,1959-08-15,1959-08-15,7.0,1.0,5.0,1.0,7.714285714285714,16.6,32.30769230769231,13.0,1.0,9
MamaConnie Francis,Mama,Connie Francis,8.0,1960-02-20,1960-05-14,1960-04-02,1960-04-16,6.0,3.0,4.0,3.0,9.0,8.5,28.615384615384617,13.0,1.0,9
He Will Break Your HeartJerry Butler,He Will Break Your Heart,Jerry Butler,7.0,1960-10-29,1961-02-04,1960-12-03,1960-12-17,5.0,3.0,7.0,3.0,11.2,8.285714285714286,22.866666666666667,15.0,1.0,9
King Of The RoadRoger Miller,King Of The Road,Roger Miller,4.0,1965-01-30,1965-04-24,1965-02-27,1965-04-10,4.0,7.0,2.0,7.0,13.25,8.5,16.846153846153847,13.0,1.0,2
Hurt So BadLittle Anthony And The Imperials,Hurt So Bad,Little Anthony And The Imperials,10.0,1965-02-06,1965-04-03,1965-03-13,1965-03-13,5.0,1.0,3.0,1.0,10.6,9.333333333333334,25.666666666666668,9.0,1.0,9
Game Of LoveWayne Fontana & The Mindbenders,Game Of Love,Wayne Fontana & The Mindbenders,1.0,1965-03-20,1965-05-29,1965-04-10,1965-05-08,3.0,5.0,3.0,5.0,18.666666666666668,9.666666666666666,17.727272727272727,11.0,1.0,2
Just Dropped In (To See What Condition My Condition Was In)The First Edition,Just Dropped In (To See What Condition My Condition Was In),The First Edition,5.0,1968-02-10,1968-04-13,1968-03-02,1968-03-23,3.0,4.0,3.0,4.0,18.666666666666668,9.333333333333334,21.4,10.0,1.0,9
I Got The Feelin'James Brown And The Famous Flames,I Got The Feelin',James Brown And The Famous Flames,6.0,1968-03-16,1968-06-01,1968-04-20,1968-05-04,5.0,3.0,4.0,3.0,10.8,9.25,21.166666666666668,12.0,1.0,9
I'll Take You ThereThe Staple Singers,I'll Take You There,The Staple Singers,1.0,1972-04-08,1972-07-15,1972-05-06,1972-06-24,4.0,8.0,3.0,8.0,14.0,11.0,16.133333333333333,15.0,1.0,2
Honky CatElton John,Honky Cat,Elton John,8.0,1972-08-12,1972-10-14,1972-09-16,1972-09-23,5.0,2.0,3.0,2.0,10.8,11.333333333333334,28.7,10.0,1.0,9
MasterpieceThe Temptations,Masterpiece,The Temptations,7.0,1973-02-24,1973-05-26,1973-04-21,1973-04-28,8.0,2.0,4.0,2.0,6.875,12.25,27.142857142857142,14.0,1.0,9
I Honestly Love YouOlivia Newton-John,I Honestly Love You,Olivia Newton-John,1.0,1974-08-17,1974-11-23,1974-09-21,1974-10-19,5.0,5.0,5.0,5.0,12.0,19.2,34.46666666666667,15.0,1.0,2
Have You Never Been MellowOlivia Newton-John,Have You Never Been Mellow,Olivia Newton-John,1.0,1975-01-25,1975-05-10,1975-02-22,1975-04-05,4.0,7.0,5.0,7.0,14.5,14.4,28.4375,16.0,1.0,2
Fool To CryThe Rolling Stones,Fool To Cry,The Rolling Stones,10.0,1976-04-24,1976-06-19,1976-06-05,1976-06-12,6.0,2.0,1.0,2.0,8.833333333333334,11.0,22.88888888888889,9.0,1.0,9
Lonesome LoserLittle River Band,Lonesome Loser,Little River Band,6.0,1979-07-21,1979-11-17,1979-09-08,1979-10-13,7.0,6.0,5.0,6.0,7.571428571428571,17.8,28.11111111111111,18.0,1.0,0
Hold On To My LoveJimmy Ruffin,Hold On To My Love,Jimmy Ruffin,10.0,1980-03-01,1980-05-31,1980-05-03,1980-05-10,9.0,2.0,3.0,2.0,5.888888888888889,28.0,35.5,14.0,1.0,9
I Can't Stand ItEric Clapton And His Band,I Can't Stand It,Eric Clapton And His Band,10.0,1981-02-28,1981-06-20,1981-05-02,1981-05-09,9.0,2.0,6.0,2.0,5.888888888888889,13.666666666666666,30.823529411764707,17.0,1.0,0
I Love Rock 'N RollJoan Jett & the Blackhearts,I Love Rock 'N Roll,Joan Jett & the Blackhearts,1.0,1982-02-06,1982-06-19,1982-02-27,1982-05-15,3.0,12.0,5.0,12.0,18.0,19.2,24.6,20.0,1.0,5
Eyes Without A FaceBilly Idol,Eyes Without A Face,Billy Idol,4.0,1984-05-05,1984-09-29,1984-06-23,1984-07-28,7.0,6.0,9.0,6.0,7.571428571428571,10.444444444444445,37.68181818181818,22.0,1.0,5
Easy LoverPhilip Bailey With Phil Collins,Easy Lover,Philip Bailey With Phil Collins,2.0,1984-11-24,1985-04-27,1985-01-19,1985-03-02,8.0,7.0,8.0,7.0,7.25,11.125,31.391304347826086,23.0,1.0,5
High On YouSurvivor,High On You,Survivor,8.0,1985-01-26,1985-05-18,1985-03-23,1985-03-30,8.0,2.0,7.0,2.0,6.875,12.0,36.470588235294116,17.0,1.0,0
New SensationINXS,New Sensation,INXS,3.0,1988-05-14,1988-09-03,1988-07-02,1988-07-30,7.0,5.0,5.0,5.0,7.714285714285714,17.0,31.11764705882353,17.0,1.0,2
I Remember YouSkid Row,I Remember You,Skid Row,6.0,1989-11-18,1990-03-31,1990-01-27,1990-02-10,10.0,3.0,7.0,3.0,5.4,11.714285714285714,36.25,20.0,1.0,0
Nothing Compares 2 USinead O'Connor,Nothing Compares 2 U,Sinead O'Connor,1.0,1990-03-17,1990-08-04,1990-04-07,1990-06-09,3.0,10.0,8.0,10.0,18.0,10.875,26.666666666666668,21.0,1.0,5
Have You Seen HerM.C. Hammer,Have You Seen Her,M.C. Hammer,4.0,1990-06-30,1990-11-10,1990-08-18,1990-09-22,7.0,6.0,7.0,6.0,7.857142857142857,12.285714285714286,34.85,20.0,1.0,5
MiracleWhitney Houston,Miracle,Whitney Houston,9.0,1991-04-13,1991-07-13,1991-06-08,1991-06-08,8.0,1.0,5.0,1.0,6.75,18.0,37.357142857142854,14.0,1.0,9
MotownphillyBoyz II Men,Motownphilly,Boyz II Men,3.0,1991-06-15,1991-11-23,1991-08-31,1991-10-12,11.0,7.0,6.0,7.0,4.909090909090909,11.666666666666666,27.291666666666668,24.0,1.0,5
Live And LearnJoe Public,Live And Learn,Joe Public,4.0,1992-03-14,1992-08-01,1992-04-25,1992-06-13,6.0,8.0,7.0,8.0,8.833333333333334,5.142857142857143,20.666666666666668,21.0,1.0,5
Mambo No. 5 (A Little Bit Of...)Lou Bega,Mambo No. 5 (A Little Bit Of...),Lou Bega,3.0,1999-08-28,2000-01-22,1999-09-25,1999-12-11,4.0,12.0,6.0,12.0,14.25,5.666666666666667,15.954545454545455,22.0,1.0,5
He Wasn't Man EnoughToni Braxton,He Wasn't Man Enough,Toni Braxton,2.0,2000-03-18,2000-11-25,2000-07-29,2000-07-29,19.0,1.0,17.0,7.0,2.789473684210526,2.235294117647059,21.0,37.0,1.0,4
I'm With YouAvril Lavigne,I'm With You,Avril Lavigne,4.0,2002-12-07,2003-06-07,2003-01-25,2003-03-29,7.0,10.0,10.0,10.0,8.0,4.1,19.11111111111111,27.0,1.0,8
Obsession (No Es Amor)Frankie J Featuring Baby Bash,Obsession (No Es Amor),Frankie J Featuring Baby Bash,3.0,2005-01-29,2005-06-18,2005-03-19,2005-05-07,7.0,8.0,6.0,8.0,7.571428571428571,5.166666666666667,19.19047619047619,21.0,1.0,5
Like YouBow Wow Featuring Ciara,Like You,Bow Wow Featuring Ciara,3.0,2005-08-06,2005-12-24,2005-09-03,2005-11-12,4.0,11.0,6.0,11.0,13.5,7.166666666666667,18.0,21.0,1.0,5
Hotel Room ServicePitbull,Hotel Room Service,Pitbull,8.0,2009-07-04,2009-12-05,2009-08-22,2009-09-26,7.0,6.0,10.0,6.0,7.714285714285714,3.8,28.565217391304348,23.0,1.0,0
In My HeadJason Derulo,In My Head,Jason Derulo,5.0,2009-12-26,2010-08-14,2010-04-17,2010-05-15,16.0,5.0,13.0,10.0,3.375,3.0,23.647058823529413,34.0,1.0,4
HappierMarshmello & Bastille,Happier,Marshmello & Bastille,2.0,2018-09-01,2019-08-24,2018-10-20,2019-04-20,7.0,27.0,18.0,27.0,7.857142857142857,1.1111111111111112,15.057692307692308,52.0,1.0,3
It Keeps Right On A-Hurtin'Johnny Tillotson,It Keeps Right On A-Hurtin',Johnny Tillotson,3.0,1962-05-12,1962-08-11,1962-06-09,1962-07-14,4.0,6.0,4.0,6.0,14.5,9.75,19.785714285714285,14.0,1.0,2
Just A Little Bit BetterHerman's Hermits,Just A Little Bit Better,Herman's Hermits,7.0,1965-09-18,1965-11-20,1965-10-16,1965-10-23,4.0,2.0,4.0,2.0,14.25,8.75,26.0,10.0,1.0,9
Get Off Of My CloudThe Rolling Stones,Get Off Of My Cloud,The Rolling Stones,1.0,1965-10-09,1965-12-25,1965-10-23,1965-11-27,2.0,6.0,4.0,6.0,30.0,7.75,14.916666666666666,12.0,1.0,2
HoneyBobby Goldsboro,Honey,Bobby Goldsboro,1.0,1968-03-23,1968-06-29,1968-04-06,1968-06-08,2.0,10.0,3.0,10.0,27.0,10.333333333333334,13.6,15.0,1.0,2
Message To MichaelDionne Warwick,Message To Michael,Dionne Warwick,8.0,1966-04-02,1966-06-18,1966-05-14,1966-05-21,6.0,2.0,4.0,2.0,11.833333333333334,10.5,31.5,12.0,1.0,9
"Monday, MondayThe Mamas & The Papas","Monday, Monday",The Mamas & The Papas,1.0,1966-04-09,1966-06-25,1966-04-23,1966-06-11,2.0,8.0,2.0,8.0,34.5,17.0,17.5,12.0,1.0,2
Happy TogetherThe Turtles,Happy Together,The Turtles,1.0,1967-02-11,1967-05-20,1967-03-11,1967-05-06,4.0,9.0,2.0,9.0,17.75,14.0,18.466666666666665,15.0,1.0,2
Groovin'The Young Rascals,Groovin',The Young Rascals,1.0,1967-04-22,1967-07-15,1967-05-13,1967-07-08,3.0,9.0,1.0,9.0,25.0,29.0,16.0,13.0,1.0,2
MacArthur ParkRichard Harris,MacArthur Park,Richard Harris,2.0,1968-05-11,1968-08-03,1968-06-08,1968-07-06,4.0,5.0,4.0,5.0,18.0,9.25,23.0,13.0,1.0,2
Indian LakeThe Cowsills,Indian Lake,The Cowsills,10.0,1968-06-01,1968-08-24,1968-07-13,1968-07-27,6.0,3.0,4.0,3.0,11.5,9.25,30.46153846153846,13.0,1.0,9
For Once In My LifeStevie Wonder,For Once In My Life,Stevie Wonder,2.0,1968-11-02,1969-02-01,1968-11-30,1969-01-18,4.0,8.0,2.0,8.0,18.0,12.0,15.785714285714286,14.0,1.0,2
In The GhettoElvis Presley,In The Ghetto,Elvis Presley,3.0,1969-05-03,1969-07-26,1969-05-31,1969-06-28,4.0,5.0,4.0,5.0,17.5,4.75,20.0,13.0,1.0,2
Honky Tonk WomenThe Rolling Stones,Honky Tonk Women,The Rolling Stones,1.0,1969-07-19,1969-10-25,1969-08-02,1969-10-11,2.0,11.0,2.0,11.0,35.5,9.5,12.266666666666667,15.0,1.0,2
Hot Fun In The SummertimeSly & The Family Stone,Hot Fun In The Summertime,Sly & The Family Stone,2.0,1969-08-09,1969-11-22,1969-09-27,1969-11-08,7.0,7.0,2.0,7.0,10.0,9.0,22.75,16.0,1.0,2
Everybody's Talkin'Nilsson,Everybody's Talkin',Nilsson,6.0,1969-08-16,1969-11-01,1969-10-04,1969-10-11,7.0,2.0,3.0,2.0,10.142857142857142,6.333333333333333,27.25,12.0,1.0,9
No Matter WhatBadfinger,No Matter What,Badfinger,8.0,1970-10-31,1971-01-16,1970-12-05,1970-12-26,5.0,4.0,3.0,4.0,14.2,6.666666666666667,28.166666666666668,12.0,1.0,9
I Just Want To CelebrateRare Earth,I Just Want To Celebrate,Rare Earth,7.0,1971-07-17,1971-10-09,1971-09-04,1971-09-25,7.0,4.0,2.0,4.0,9.857142857142858,8.0,28.615384615384617,13.0,1.0,9
Keep On Truckin' (Part 1)Eddie Kendricks,Keep On Truckin' (Part 1),Eddie Kendricks,1.0,1973-08-25,1973-12-29,1973-10-06,1973-12-08,6.0,10.0,3.0,10.0,11.5,10.333333333333334,19.473684210526315,19.0,1.0,5
Hang On In There BabyJohnny Bristol,Hang On In There Baby,Johnny Bristol,8.0,1974-06-29,1974-10-19,1974-09-21,1974-10-05,12.0,3.0,2.0,3.0,5.75,19.5,29.705882352941178,17.0,1.0,0
Fight The Power Part 1The Isley Brothers,Fight The Power Part 1,The Isley Brothers,4.0,1975-06-21,1975-10-18,1975-08-30,1975-09-27,10.0,5.0,3.0,5.0,6.9,18.0,27.22222222222222,18.0,1.0,0
Lyin' EyesEagles,Lyin' Eyes,Eagles,2.0,1975-09-13,1975-12-13,1975-10-11,1975-11-15,4.0,6.0,4.0,6.0,17.25,12.75,25.714285714285715,14.0,1.0,2
Heaven On The 7th FloorPaul Nicholas,Heaven On The 7th Floor,Paul Nicholas,6.0,1977-08-20,1978-01-21,1977-11-05,1977-12-10,11.0,6.0,6.0,6.0,6.2727272727272725,15.333333333333334,33.130434782608695,23.0,1.0,0
Hot StuffDonna Summer,Hot Stuff,Donna Summer,1.0,1979-04-21,1979-09-08,1979-05-12,1979-08-11,3.0,14.0,4.0,14.0,25.333333333333332,22.75,19.333333333333332,21.0,1.0,5
I've Done Everything For YouRick Springfield,I've Done Everything For You,Rick Springfield,8.0,1981-08-22,1982-01-16,1981-10-24,1981-11-14,9.0,4.0,9.0,4.0,7.666666666666667,10.0,39.5,22.0,1.0,0
Love Is In Control (Finger On The Trigger)Donna Summer,Love Is In Control (Finger On The Trigger),Donna Summer,10.0,1982-06-26,1982-10-23,1982-09-25,1982-09-25,13.0,1.0,4.0,1.0,5.3076923076923075,21.25,39.611111111111114,18.0,1.0,0
I'm So ExcitedThe Pointer Sisters,I'm So Excited,The Pointer Sisters,9.0,1982-09-18,1985-01-12,1984-10-20,1984-10-27,109.0,2.0,11.0,2.0,0.6330275229357798,8.090909090909092,50.45,40.0,2.0,6
Down UnderMen At Work,Down Under,Men At Work,1.0,1982-11-06,1983-04-23,1982-12-25,1983-02-26,7.0,10.0,8.0,10.0,10.142857142857142,10.125,25.08,25.0,1.0,5
Lover GirlTeena Marie,Lover Girl,Teena Marie,4.0,1984-12-15,1985-05-25,1985-03-16,1985-04-13,13.0,5.0,6.0,5.0,5.461538461538462,14.0,37.375,24.0,1.0,4
